director_name,actor_name,"gross,",eval
James Wan,Mackenzie Foy,137387272.0,7
Brian Levant,Nia Long,82301521.0,6
Ben Falcone,Gary Cole,84518155.0,6
D.J. Caruso,Sarah Roemer,80050171.0,6
Richard Linklater,Miranda Cosgrove,81257845.0,6
Paul W.S. Anderson,Christopher Lambert,70360285.0,6
Paul McGuigan,Jessica Paré,12831121.0,5
Keenen Ivory Wayans,Busy Philipps,69148997.0,6
Alexander Payne,Shailene Woodley,82624961.0,6
Andrew Davis,Tim Blake Nelson,67325559.0,6
Julie Anne Robinson,Kelly Preston,62933793.0,6
Steve McQueen,Quvenzhané Wallis,56667870.0,6
Charles Stone III,Leonard Roberts,56398162.0,6
Tyler Perry,Michael Jai White,60072596.0,6
Tim Burton,Johnny Depp,56362352.0,6
Thea Sharrock,Sam Claflin,56154094.0,6
Tyler Perry,John Amos,65623128.0,6
William Friedkin,Roy Scheider,,0
Jon Lucas,Mila Kunis,55461307.0,6
Aaron Seltzer,Alyson Hannigan,48546578.0,5
Robin Budd,Roger Rees,48423368.0,5
Ava DuVernay,David Oyelowo,52066000.0,6
Steve Trenbirth,Haley Joel Osment,47887943.0,5
Stephen Kay,Barry Watson,46363118.0,5
Mennan Yapo,Nia Long,47852604.0,5
Jun Falkenstein,Kath Soucie,45542421.0,5
Jaume Collet-Serra,Jimmy Bennett,41573740.0,5
Boaz Yakin,Jay Hernandez,42652003.0,5
Jason Friedberg,David Carradine,39737645.0,5
John Milius,William Smith,37567440.0,5
Tom McCarthy,Billy Crudup,44988180.0,5
Neil LaBute,Jay Hernandez,39263506.0,5
Takashi Shimizu,Sarah Michelle Gellar,39143839.0,5
Kevin Rodney Sullivan,Richard Lawson,37672350.0,5
Peter Hewitt,Keanu Reeves,38037513.0,5
Barry Levinson,Robin Williams,37442180.0,5
Gary Nelson,Robert Forster,,0
Anton Corbijn,Violante Placido,35596227.0,5
Gregory Nava,Jon Seda,35422828.0,5
Jason Friedberg,Diedrich Bader,36658108.0,5
Alejandro G. Iñárritu,Brad Pitt,34300771.0,5
Shawn Levy,Tina Fey,34290142.0,5
John Patrick Shanley,Philip Seymour Hoffman,33422556.0,5
Trey Parker,Jeremy Shada,32774834.0,5
John Luessenhop,Gunnar Hansen,34334256.0,5
Jon Amiel,William McNamara,32051917.0,5
Malcolm D. Lee,Marisa Saks,32014289.0,5
Joshua Logan,Clint Eastwood,,0
Gus Van Sant,James Franco,31838002.0,5
Kevin Reynolds,Peter Firth,36874745.0,5
Steve Beck,Isaiah Washington,30079316.0,5
Todd Strauss-Schulson,Patton Oswalt,35033759.0,5
John McNaughton,Bill Murray,29753944.0,5
Nelson McCormick,Sela Ward,29062561.0,5
John Madden,Tom Wilkinson,31146570.0,5
Stephen Frears,Drake Bell,27277055.0,5
Eric Valette,Johnny Lewis,26876529.0,5
John Schlesinger,Joe Mantegna,53146000.0,6
Roger Donaldson,Jason Statham,30028592.0,5
Michel Gondry,Kate Winslet,34126138.0,5
Andy Fickman,Jamie Lee Curtis,25677801.0,5
David Ayer,Keanu Reeves,26415649.0,5
Edgar Wright,Michael Smiley,26003149.0,5
Andrew Fleming,Kay Panabaker,25584685.0,5
Michael Spierig,Jay Laga'aia,29975979.0,5
Jim Field Smith,Mike Vogel,31584722.0,5
Thomas Bezucha,Leighton Meester,23179303.0,5
William Brent Bell,Adam Goldberg,23078294.0,5
Simon Wincer,Alan Rickman,21413105.0,5
Anthony Bell,Kevin Sussman,25077977.0,5
Renny Harlin,Laura Ramsey,23292105.0,5
Jessica Bendinger,Jeff Bridges,26870825.0,5
Robert Rodriguez,Jimmy Bennett,20916309.0,5
Gus Van Sant,Kurtwood Smith,21200000.0,5
Henry Joost,Samira Wiley,28876924.0,5
Ed Harris,Viggo Mortensen,20207003.0,5
John Carpenter,Sheryl Lee,20241395.0,5
Alfred Hitchcock,Janet Leigh,32000000.0,5
Howard Deutch,Dane Cook,19151864.0,5
Shana Feste,Alex Pettyfer,23393765.0,5
Garry Marshall,Hector Elizondo,18882880.0,5
Steve Rash,Mako,8500000.0,4
Richard Donner,Matthew Broderick,,0
Mark Steven Johnson,Oliver Platt,18252684.0,5
Mike Binder,Adam Sandler,19661987.0,5
Sean Penn,Kristen Stewart,18352454.0,5
Todd Phillips,Jon Heder,17803796.0,5
Michael J. Bassett,Radha Mitchell,17529157.0,5
Robert Rodriguez,Quentin Tarantino,25753840.0,5
Frank Nissen,Kath Soucie,18081626.0,5
Jodie Foster,Robert Downey Jr.,17518220.0,5
Stephen Chow,Shengyi Huang,17104669.0,5
Peter Hastings,Haley Joel Osment,16988996.0,5
Marc Forster,Mustafa Haidari,15797907.0,5
Alejandro G. Iñárritu,Naomi Watts,16248701.0,5
Paul Abascal,Cole Hauser,15712072.0,5
Catherine Hardwicke,Kristen Stewart,191449475.0,7
Chris Koch,Thomas Lennon,15408822.0,5
Amy Heckerling,Andy Dick,15464026.0,5
Michael Moore,Ronald Reagan,14359793.0,5
George Stevens,Martin Landau,8000000.0,4
Billy Ray,Julia Roberts,,0
Jason Friedberg,Carmen Electra,14174654.0,5
Nimród Antal,Andrew Fiscella,15988876.0,5
Jon Amiel,Bill Murray,13801755.0,5
Mark Mylod,Chris Evans,13987482.0,5
James Mather,Joseph Gilgun,14291570.0,5
Barry Levinson,Amy Poehler,12181484.0,5
Mark Neveldine,Jason Statham,13630226.0,5
Woody Allen,Jim Broadbent,13383737.0,5
Michael O. Sajbel,James Callis,13391174.0,5
Phillip Noyce,Brendan Fraser,12987647.0,5
Gore Verbinski,Nicolas Cage,12469811.0,5
Walter Hill,Fisher Stevens,12398628.0,5
David Koepp,Aasif Mandvi,13214030.0,5
Renny Harlin,Taylor Cole,12232937.0,5
Matt Reeves,Chloë Grace Moretz,12134420.0,5
Charles T. Kanganis,Victor Wong,11784000.0,5
Michel Gondry,Quinton Aaron,11169531.0,5
Stephen Frears,Bob Hoskins,11034436.0,5
John Hillcoat,Kate Winslet,12626905.0,5
Woody Allen,Woody Allen,10569071.0,5
Damon Santostefano,Matthew Perry,10544143.0,5
John Wells,Bradley Cooper,13650738.0,5
Neil Jordan,Robert De Niro,10555348.0,5
Woody Allen,Natasha Lyonne,9714482.0,4
Frank Oz,Peter Dinklage,8579684.0,4
James Wan,Aisha Tyler,9525276.0,4
Kirk Jones,Robert De Niro,8855646.0,4
Bob Clark,Scott Baio,9109322.0,4
Les Mayfield,Miguel Ferrer,8326035.0,4
Les Mayfield,Callum Rennie,8104069.0,4
Michael Lembeck,Debbie Reynolds,8054280.0,4
Bob Fosse,Sammy Davis Jr.,,0
Paul Thomas Anderson,Martin Dew,8093318.0,4
Dave Borthwick,Jimmy Fallon,7382993.0,4
Benson Lee,Chris Brown,8888355.0,4
David Zucker,Chriss Anglin,7001720.0,4
Robert Rodriguez,Alexa PenaVega,7268659.0,4
Glen Morgan,Laura Harring,6852144.0,4
Fred Wolf,Kevin Alejandro,6563357.0,4
Mike Leigh,Jim Broadbent,6201757.0,4
Alejandro Monteverde,Tom Wilkinson,6420319.0,4
David Cronenberg,Michael Fassbender,5702083.0,4
Richard Linklater,Robert Downey Jr.,5480996.0,4
Michael Apted,Gerard Butler,6002756.0,4
Uwe Boll,Catherine Lough Haggquist,5132655.0,4
Todd Graff,Scott Porter,5205343.0,4
Jonathan Glazer,Cameron Bright,5005883.0,4
J.C. Chandor,David Oyelowo,5749134.0,4
Paul Gross,Landon Liboiron,,0
Marc Abraham,Dylan Authors,4234040.0,4
Todd Haynes,Christian Bale,4001121.0,4
Mabrouk El Mechri,Henry Cavill,3749061.0,4
Rian Johnson,Zachary Gordon,3519627.0,4
Charlie Kaufman,Philip Seymour Hoffman,3081925.0,4
Hayao Miyazaki,Minnie Driver,2298191.0,4
Jean-Paul Rappeneau,Isabelle Adjani,2353728.0,4
Nancy Walker,Steve Guttenberg,2000000.0,4
John Hillcoat,Ray Winstone,1900725.0,4
Angelo Pizzo,Donny Boaz,2246000.0,4
Richard Benjamin,Damon Wayans,1646664.0,4
Kurt Wimmer,Christian Bale,1190018.0,4
Roger Spottiswoode,Radha Mitchell,1027749.0,4
James Gray,Charlize Theron,882710.0,3
Matthew Diamond,Chazz Palminteri,1064277.0,4
Angelina Jolie Pitt,Brad Pitt,531009.0,3
Katsuhiro Ôtomo,William Hootkins,410388.0,3
David Anspaugh,Gerard Butler,375474.0,2
Andrew Jarecki,Ryan Gosling,578382.0,3
Kevin Reynolds,Esai Morales,305070.0,2
Stephen Chow,Jiao Xu,206678.0,2
Jean-Marie Poiré,Christian Clavier,146072.0,2
Kevin Munroe,Marco St. John,1183354.0,4
Daniel Algrant,Al Pacino,121972.0,2
Julie Taymor,Djimon Hounsou,263365.0,2
Alejandro Amenábar,Emma Watson,54734.0,1
Jane Clark,Necar Zadegan,,0
Daniel Lee,Andy Lau,,0
Mike Barker,Gerard Butler,,0
Wayne Thornley,Leonard Nimoy,,0
Gnana Rajasekaran,Mani Bharathi,,0
Tom Walsh,Joey D. Vieira,,0
Jonathan Jakubowicz,Robert De Niro,,0
James McTeigue,Milla Jovovich,,0
Scott Walker,Nicolas Cage,,0
John Curran,Toby Jones,8047690.0,4
Uli Edel,Moritz Bleibtreu,476270.0,3
Kevin Costner,Mary McDonnell,184208848.0,7
Jake Kasdan,Justin Timberlake,100292856.0,7
Harold Becker,Al Pacino,58571513.0,6
Mark Rosman,Dan Byrd,51431160.0,6
Wes Craven,David Arquette,103001286.0,7
Steve Beck,Shannon Elizabeth,41867960.0,5
Stanley Kubrick,Scatman Crothers,,0
Robert Zemeckis,Lea Thompson,210609762.0,8
William Malone,Jeffrey Combs,40846082.0,5
Tyler Perry,Eric Mendenhall,51697449.0,6
Rob Hawk,Kari J. Kramer,,0
Josh Gordon,Caroline Dhavernas,27758465.0,5
Shawn Levy,Taran Killam,56127162.0,6
Lee Tamahori,Mem Ferda,1357042.0,4
Britt Allcroft,Mara Wilson,15911333.0,5
Breck Eisner,Radha Mitchell,39103378.0,5
Hayao Miyazaki,Bunta Sugawara,10049886.0,5
Alan Yuen,Andy Lau,,0
Roger Donaldson,Liam Neeson,8600000.0,4
Brian Percival,Emily Watson,21483154.0,5
Sean Anders,Katrina Bowden,8396942.0,4
Anand Tucker,Adam Scott,12561.0,1
Anthony Mann,James Mason,,0
Michael Dowse,Topher Grace,6923891.0,4
Daniel Barnz,Holly Hunter,5308553.0,4
Emile Ardolino,Darci Kistler,2119994.0,4
Robert Altman,Steve Buscemi,1292527.0,4
James Schamus,Logan Lerman,560512.0,3
Andrew Douglas,Jimmy Bennett,64255243.0,6
Spike Jonze,Nicolas Cage,22245861.0,5
George A. Romero,Tony Nappo,20433940.0,5
Danny Pang,Louis Koo,,0
Terry Gilliam,Johnny Depp,10562387.0,5
Ricky Gervais,Jennifer Garner,18439082.0,5
Nicholas Stoller,Craig Roberts,150056505.0,7
Chuck Russell,Peter Greene,119938730.0,7
Penny Marshall,Tom Hanks,114968774.0,7
Larry Charles,Luenell,128505958.0,7
Robert Luketic,Linda Cardellini,95001351.0,6
Leonard Nimoy,Leonard Nimoy,76400000.0,6
Scott Derrickson,Tom Wilkinson,75072454.0,6
Mike Mitchell,Amy Poehler,65535067.0,6
Vic Armstrong,Nicolas Cage,13998282.0,5
Thomas Bezucha,Craig T. Nelson,6061759.0,4
Kevin Rodney Sullivan,Harry Lennix,64955956.0,6
Terry Zwigoff,Bernie Mac,60057639.0,6
Jay Roach,Will Ferrell,53868030.0,6
Kirk Jones,Nia Vardalos,59573085.0,6
David Bowers,Zachary Gordon,52691009.0,6
John McTiernan,Shane Black,59735548.0,6
Milos Forman,Jeffrey Jones,51600000.0,6
Nelson McCormick,Ming-Na Wen,43818159.0,5
Mark Waters,Tina Fey,86049418.0,6
Audrey Wells,Raoul Bova,43601508.0,5
Robert Altman,Kristin Scott Thomas,41300105.0,5
Francis Ford Coppola,Nicolas Cage,41382841.0,5
Alejandro G. Iñárritu,Emma Stone,42335698.0,5
Woody Allen,Sally Hawkins,33404871.0,5
Paul Greengrass,Christian Clemenson,31471430.0,5
Bille Woodruff,Christian Monzon,30222640.0,5
Edward Zwick,Denzel Washington,26830000.0,5
Rick Friedberg,Hulk Hogan,26906039.0,5
John Carpenter,Jamie Lee Curtis,21378000.0,5
Sean McNamara,Dennis Quaid,43853424.0,5
Mike Nichols,Bob Newhart,,0
Jody Hill,Collette Wolfe,23993605.0,5
Richard Fleischer,Mako,26400000.0,5
Martin Scorsese,Robert De Niro,45250.0,1
Brandon Camp,Judy Greer,22927390.0,5
Barry Levinson,Nicholas Rowe,4250320.0,4
Kevin Tancharoen,Kelsey Grammer,22452209.0,5
Danny Boyle,James Franco,18329466.0,5
Woody Allen,Woody Allen,17071230.0,5
Nicholas Hytner,Amanda Schull,17174870.0,5
Jessie Nelson,Olivia Wilde,26284475.0,5
Bart Freundlich,Kristen Stewart,16702864.0,5
Irwin Winkler,Ian Somerhalder,15561627.0,5
Danny Boyle,Kate Winslet,17750583.0,5
Chris Columbus,Alan Ruck,14793904.0,5
Miguel Arteta,Steve Buscemi,15281286.0,5
William A. Fraker,Jason Robards,8000000.0,4
John Boorman,Daniel Radcliffe,13491653.0,5
Brian De Palma,Nancy Allen,,0
Courtney Solomon,Rebecca Budig,10494494.0,5
Ang Lee,Joan Allen,7837632.0,4
Rob Reiner,Yaya DaCosta,15155772.0,5
Jeff Kanew,Craig T. Nelson,8508843.0,4
István Szabó,Miriam Margolyes,7739049.0,4
Adrian Lyne,David Margulies,6734844.0,4
Matthew Robbins,Ian McDiarmid,6000000.0,4
Michael Hoffman,David Masterson,6615578.0,4
Tim Burton,Johnny Depp,5887457.0,4
Jason Reitman,J.K. Simmons,13362308.0,5
Sergey Bodrov,Tadanobu Asano,5701643.0,4
Guy Ritchie,Tom Hardy,5694401.0,4
Hal Needham,Barry Bostwick,5333658.0,4
Kenneth Branagh,Julie Christie,4414535.0,4
Bruce Beresford,Bruce Greenwood,4806750.0,4
Jeff Nichols,Kirsten Dunst,3707794.0,4
Woody Allen,Woody Allen,3203044.0,4
Jonathan Teplitzky,Jeremy Irvine,4435083.0,4
Michael Haneke,Ulrich Tukur,2222647.0,4
Zack Ward,Zack Ward,,0
Mike Marvin,Clint Howard,3500000.0,4
D.J. Caruso,Adam Goldberg,676698.0,3
Nimród Antal,James Hetfield,3419967.0,4
Gregor Jordan,Austin Nichols,,0
Tran Anh Hung,Takuya Kimura,,0
Lance Hool,Tom Berenger,229311.0,2
George A. Romero,Greg Nicotero,,0
Chuck Russell,Sam Trammell,,0
Christian Volckman,Romola Garai,63260.0,1
Jon Cassar,Demi Moore,,0
Richard Fleischer,Ernie Reyes Jr.,,0
Rodrigo Cortés,Robert De Niro,,0
Greg Mottola,Emma Stone,121463226.0,7
Tyler Perry,Vanessa Ferlito,90485233.0,6
David Hayter,Jason Momoa,,0
Jon M. Chu,Cassie Ventura,58006147.0,6
Cory Edwards,Anne Hathaway,51053787.0,6
Terry George,Don Cheadle,23472900.0,5
Xavier Gens,Henry Ian Cusick,39687528.0,5
Kasi Lemmons,Jennifer Hudson,7017178.0,4
Brian A Miller,Bruce Willis,,0
Matt Dillon,Kirk Fox,325491.0,2
Alejandro Amenábar,Fionnula Flanagan,96471845.0,6
James Cameron,Michael Biehn,85200000.0,6
George Cukor,Jeremy Brett,72000000.0,6
Jim Gillespie,Muse Watson,72219395.0,6
Luke Greenfield,Rob Riggle,82389560.0,6
Alexander Payne,Virginia Madsen,71502303.0,6
Jay Chandrasekhar,Chris Moss,19179969.0,5
John Carpenter,Jamie Lee Curtis,47000000.0,5
Yimou Zhang,Jet Li,84961.0,1
John Hoffman,Liam Aiken,37566230.0,5
Malcolm D. Lee,Harold Perrineau,70492685.0,6
Joe Carnahan,Ryan Reynolds,35635046.0,5
Kevin Greutert,Costas Mandylor,45670855.0,5
Michael Lehmann,Emmanuelle Vaugier,37939782.0,5
Joseph Kosinski,Jeff Bridges,172051787.0,7
John Fortenberry,Will Ferrell,30324946.0,5
Daniel Barnz,Alex Pettyfer,27854896.0,5
Alexandre Aja,Dan Byrd,41777564.0,5
Sam Weisman,Kevin Grevioux,22734486.0,5
Niki Caro,Morgan Saylor,44469602.0,5
Erik White,Brandon T. Jackson,24708699.0,5
Chris Robinson,T.I.,21160089.0,5
Jason Moore,Anna Kendrick,64998368.0,6
Michael Tollin,Marc Blucas,19693891.0,5
Sam Raimi,Gary Cole,16311763.0,5
Robert Harmon,Alexander Gould,12693621.0,5
Trent Cooper,Thomas F. Wilson,15655665.0,5
Gary Halvorson,Vanessa Williams,11634458.0,5
Antoine Fuqua,Don Cheadle,27154426.0,5
Nicholas Ray,Ava Gardner,,0
Fede Alvarez,Lou Taylor Pucci,54239856.0,6
Donald Petrie,Nia Vardalos,8662318.0,4
Paul Weitz,Judy Greer,7156725.0,4
Sidney J. Furie,Jim Broadbent,15681020.0,5
Ian Iqbal Rashid,DeRay Davis,7070459.0,4
Wayne Kramer,Paul Walker,6855137.0,4
Rowdy Herrington,Aidan Quinn,2694071.0,4
Jim Goddard,Victor Wong,2315683.0,4
Neil Burger,Rufus Sewell,39825798.0,5
Noel Marshall,Tippi Hedren,2000000.0,4
Joel Schumacher,Brenda Fricker,1569918.0,4
Andrea Di Stefano,Josh Hutcherson,106869.0,2
Richard Kelly,Janeane Garofalo,273420.0,2
Guillaume Ivernel,Rob Paulsen,,0
Jack Smight,George Peppard,,0
Todd Lincoln,Julianna Guill,4930798.0,4
Howard Zieff,Macaulay Culkin,59847242.0,6
Steven Shainberg,Robert Downey Jr.,220914.0,2
Neil Burger,Rufus Sewell,39825798.0,5
Oliver Stone,Hal Holbrook,43848100.0,5
Ang Lee,Alan Rickman,42700000.0,5
Julian Jarrold,Anne Hathaway,18663911.0,5
Joe Nussbaum,Danny Strong,11702090.0,5
Vadim Perelman,Frances Fisher,13005485.0,5
Peter Weir,Robin Williams,95860116.0,6
Peter Farrelly,Lauren Holly,127175354.0,7
Rob Reiner,Bruno Kirby,92823600.0,6
Sidney Lumet,Charlotte Rampling,54000000.0,6
Todd Phillips,Ethan Suplee,68525609.0,6
Brian Robbins,Paul Walker,52885587.0,6
Michel Hazanavicius,Bérénice Bejo,44667095.0,5
David S. Goyer,Gary Oldman,42638165.0,5
Wes Anderson,Bruce Willis,45507053.0,5
Jonathan Liebesman,Matt Bomer,39511038.0,5
Cyrus Nowrasteh,Clive Russell,6462576.0,4
Perry Andelin Blake,Jennifer Esposito,40363530.0,5
Guillermo del Toro,Ivana Baquero,37623143.0,5
John Whitesell,Leslie Bibb,33357476.0,5
John Singleton,Mo'Nique,28734552.0,5
Christian E. Christiansen,Leighton Meester,37300107.0,5
Dennie Gordon,Brittany Daniel,27087695.0,5
Sheldon Lettich,Bolo Yeung,30102717.0,5
Edgar Wright,Bill Bailey,23618786.0,5
Diane English,Jada Pinkett Smith,26896744.0,5
Woody Allen,Scarlett Johansson,23213577.0,5
Peter Flinth,Gustaf Skarsgård,,0
Jon Lucas,Mila Kunis,55461307.0,6
Robert Iscove,Alyson Hannigan,20627372.0,5
Peter Kosminsky,Patrick Fugit,16346122.0,5
Karyn Kusama,J.K. Simmons,16204793.0,5
Nick Gomez,Will Ferrell,15427192.0,5
Woody Allen,Mike Starr,14792779.0,5
Vic Armstrong,Nicolas Cage,13998282.0,5
Allen Coulter,Robert Pattinson,19057024.0,5
Clare Kilner,Dylan Baker,14108518.0,5
Richard Benjamin,Jon Lovitz,13854000.0,5
Jonathan Demme,Denzel Washington,77324422.0,6
Josef Rusnak,Gretchen Mol,15500000.0,5
Lance Rivera,Farrah Fawcett,11540112.0,5
Ronald Neame,Martin Landau,,0
Bruce Paltrow,Lochlyn Munro,4734235.0,4
Woody Allen,Woody Allen,4839383.0,4
Adam Rifkin,Natasha Lyonne,4193025.0,4
Russell Mulcahy,Christopher Lambert,5900000.0,4
Susanne Bier,Alison Lohman,2849142.0,4
Kenneth Johnson,Charles Napier,1686429.0,4
James Gray,Jeremy Renner,1984743.0,4
James Ivory,Vanessa Redgrave,1666262.0,4
Danny Boyle,Rosario Dawson,2319187.0,4
Jessy Terrero,Mo'Nique,13922211.0,5
Dany Boon,Dany Boon,,0
Vicente Amorim,Viggo Mortensen,23091.0,1
Gaspar Noé,Paz de la Huerta,336467.0,2
Amy Heckerling,Taylor Negron,2964.0,1
Lasse Hallström,Cary-Hiroyuki Tagawa,,0
Jérôme Salle,Orlando Bloom,,0
Tommy Lee Jones,Barry Corbin,2428883.0,4
Jesse Vaughan,Vivica A. Fox,13571817.0,5
Atom Egoyan,David Alpay,1554566.0,4
William Bindley,Bruce Dern,508867.0,3
Wayne Beach,Mekhi Phifer,1181197.0,4
Gérard Krawczyk,Carole Bouquet,81525.0,1
James Gunn,Dustin Milligan,7774730.0,4
Martin Brest,Judge Reinhold,234760500.0,8
Chris Columbus,Macaulay Culkin,285761243.0,8
Leonard Nimoy,Tom Selleck,167780960.0,7
Sydney Pollack,Bill Murray,177200000.0,7
Tony Scott,Tom Cruise,176781728.0,7
Ang Lee,Chen Chang,128067808.0,7
Sam Mendes,Kevin Spacey,130058047.0,7
Tom Hooper,Colin Firth,138795342.0,7
Ivan Reitman,Kelly Preston,111936400.0,7
Udayan Prasad,Kristen Stewart,317040.0,2
Steven Spielberg,Oprah Winfrey,94175854.0,6
JK Youn,Nicole Dionne,,0
Timur Bekmambetov,Morgan Freeman,,0
Morten Tyldum,Benedict Cumberbatch,91121452.0,6
Howard Zieff,Eileen Brennan,69800000.0,6
Michael Apted,Sissy Spacek,79900000.0,6
Thor Freudenthal,Chloë Grace Moretz,64001297.0,6
Andrés Muschietti,Javier Botet,71588220.0,6
John Carpenter,Jamie Lee Curtis,47000000.0,5
Harold Ramis,Beverly D'Angelo,61400000.0,6
Jeff Tremaine,Jackson Nicoll,101978840.0,7
Stephen Frears,Roger Allam,56437947.0,6
Tim Burton,Catherine O'Hara,73326666.0,6
Tyler Perry,Michael Jai White,55184721.0,6
Gillian Armstrong,Christian Bale,50003300.0,6
James Watkins,Daniel Radcliffe,54322273.0,6
Simon West,Madeline Carroll,47860214.0,5
Shawn Levy,Frankie Muniz,47811275.0,5
Michael Cimino,Robert De Niro,,0
Barry Levinson,Robert De Niro,43022524.0,5
Jim Fall,Clayton Snyder,42672630.0,5
Ric Roman Waugh,Dwayne Johnson,42919096.0,5
Michael Dougherty,Adam Scott,42592530.0,5
Robert Rodriguez,Jordana Brewster,40064955.0,5
Brian Gibson,Rae'Ven Kelly,39100956.0,5
James Mangold,Robert De Niro,44886089.0,5
Joel Gallen,Chris Evans,37882551.0,5
David Ayer,Jake Gyllenhaal,40983001.0,5
Cameron Crowe,Emma Stone,20991497.0,5
Rob Cohen,Paul Walker,35007180.0,5
James Marsh,Eddie Redmayne,35887263.0,5
John Whitesell,Greg Grunberg,34308901.0,5
Matt Williams,Natalie Portman,33771174.0,5
David Lean,Claude Rains,6000000.0,4
Rob Zombie,Scout Taylor-Compton,33386128.0,5
Jean-Marc Vallée,Michiel Huisman,37877959.0,5
Dennis Iliadis,Tony Goldwyn,32721635.0,5
Clare Kilner,Jack Davenport,31585300.0,5
Rick Rosenthal,Jamie Lee Curtis,30259652.0,5
Louis Leterrier,Liam Neeson,163192114.0,7
Rob Reiner,Robin Wright,30857814.0,5
Denzel Washington,Denzel Washington,30226144.0,5
Nicolas Winding Refn,Ryan Gosling,35054909.0,5
Sara Sugarman,Adam Garcia,29302097.0,5
Nicholas Hytner,Liam Aiken,29106737.0,5
Juan Carlos Fresnadillo,Jeremy Renner,28637507.0,5
Thomas Carter,Jessie T. Usher,30127963.0,5
Wayne Wang,Cicely Tyson,32645546.0,5
Gina Prince-Bythewood,Alfre Woodard,27441122.0,5
George Armitage,Minnie Driver,28014536.0,5
Phil Traill,Bradley Cooper,33860010.0,5
Joe Berlinger,Kim Director,26421314.0,5
Andrew Fleming,Christine Taylor,24881000.0,5
Woody Allen,Scarlett Johansson,23089926.0,5
Elizabeth Allen Rosenbaum,Sierra McCormick,26161406.0,5
James Ivory,Anthony Hopkins,22954968.0,5
Paul Thomas Anderson,Don Cheadle,26384919.0,5
Robert Harmon,Kieran Culkin,22189039.0,5
Michael Mayer,Alison Lohman,20998709.0,5
Martin Weisz,Jeff Kober,20801344.0,5
John Ottman,Loretta Devine,21468807.0,5
Jay Russell,William Hurt,19158074.0,5
John Bonito,Kelly Carlson,18843314.0,5
Peter Atencio,Nia Long,20566327.0,5
Shana Feste,Leighton Meester,20218921.0,5
David Nutter,Bruce Greenwood,17411331.0,5
Derek Cianfrance,Ryan Gosling,21383298.0,5
Roger Donaldson,Luke Bracey,24984868.0,5
Stephan Elliott,Jason Priestley,16459004.0,5
Kathryn Bigelow,Jeremy Renner,15700000.0,5
Mark L. Lester,Heather Locklear,15100000.0,5
Andrew Dominik,Brad Pitt,14938570.0,5
Anton Corbijn,Philip Seymour Hoffman,17237244.0,5
Tom Green,Rip Torn,14249005.0,5
Mike Nawrocki,Yuri Lowenthal,12701880.0,5
Catherine Owens,Bono,10353690.0,5
Douglas Aarniokoski,Christopher Lambert,12801190.0,5
Bryan Barber,Cicely Tyson,12549485.0,5
Lone Scherfig,Anne Hathaway,13766014.0,5
Drew Barrymore,Daniel Stern,13034417.0,5
Brian Koppelman,Vin Diesel,11632420.0,5
James Foley,Louis Lombardi,12212417.0,5
Albert Brooks,Jeff Bridges,11614236.0,5
Irwin Winkler,Kevin McNally,13337299.0,5
Woody Allen,Woody Allen,10763469.0,5
Steve Gomer,Trevor Morgan,11144518.0,5
RZA,Rick Yune,15608545.0,5
Dean Parisot,Catherine O'Hara,10443316.0,5
Mark Piznarski,Bruce Greenwood,10494147.0,5
Terry Gilliam,Robert De Niro,9929000.0,4
Sean McNamara,Oliver James,10411980.0,5
Joel Coen,Philip Seymour Hoffman,17439163.0,5
Craig Brewer,Justin Timberlake,9396487.0,4
Ron Shelton,Khandi Alexander,9059588.0,4
Michael Winterbottom,Angelina Jolie Pitt,9172810.0,4
David Raynr,James Franco,8735529.0,4
Mort Nathan,Vivica A. Fox,8586376.0,4
Oliver Parker,Colin Firth,8378141.0,4
Dan Curtis,Jennifer Jason Leigh,,0
Wil Shriner,Logan Lerman,8080116.0,4
Martin McDonagh,Elizabeth Berrington,7757130.0,4
Tina Gordon Chism,Tyler James Williams,9123834.0,4
Peter Cattaneo,Emma Stone,6409206.0,4
Vicky Jenson,J.K. Simmons,6373693.0,4
Gus Van Sant,Matt Damon,7556708.0,4
Woody Allen,Larry David,5306447.0,4
Mary Lambert,Matthew Settle,5217498.0,4
Tommy Lee Jones,Levon Helm,5023275.0,4
Peter Kassovitz,Robin Williams,4956401.0,4
Shane Black,Robert Downey Jr.,4235837.0,4
Rodman Flender,Vivica A. Fox,4002955.0,4
David Lynch,Naomi Watts,7219578.0,4
Katja von Garnier,Olivier Martinez,3525161.0,4
Woody Allen,Anthony Hopkins,3247816.0,4
Mark Romanek,Andrew Garfield,2412045.0,4
Brad Anderson,Thomas Kretschmann,2203641.0,4
